feature,importance
killpower_diff,0.13184980578227964
ledgetrap_diff,0.1308291341367185
weight_diff,0.12292319064590716
edgeguard_diff,0.11206686336609406
combo_game_diff,0.10898612841805429
cheese_diff,0.09113259256810285
recovery_diff,0.08918746508901826
speed_diff,0.07865350947588462
spacing_diff,0.07017570114391602
projectiles_diff,0.06419560937402449
