feature,importance
killpower_diff,0.1452020715258327
weight_diff,0.1342668584921296
combo_game_diff,0.1312336740313678
edgeguard_diff,0.12298994532441476
ledgetrap_diff,0.1177871262118907
speed_diff,0.08034236808721258
recovery_diff,0.07748602768058582
cheese_diff,0.0764896749840722
projectiles_diff,0.057288681069402665
spacing_diff,0.056913572593091225
